plantId,commonName,botanicalName,category,poolScore,poolLevel,slopeScore,slopeLevel,flowerBedScore,hedgeScore,grassScore,messiness,evergreenPresence,beeDraw,petKidCaution,colorType,welGardens,allStar,notes,roleReasons
298,Campfire Crassula,Crassula capitella 'Campfire',PERENNIALS,62,usable,68,good,20,20,20,low,evergreen/everpresent,medium,normal,foliage color,Welcome garden; Shade garden,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals. | Matched local Sacramento County UC Master Gardener WEL source.,"waterwise enough for dry slope | groundcover/trailing/spreading behavior | wider-than-tall form helps cover slope | succulent allowed only as slope accent, not main matrix | existing slope design score"
321,Crassula 'Princess Pine',Crassula 'Princess Pine',PERENNIALS,62,usable,68,good,20,20,20,low,evergreen/everpresent,low,normal,mostly green/texture,Welcome garden; Shade garden,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals. | Matched local Sacramento County UC Master Gardener WEL source.,"waterwise enough for dry slope | groundcover/trailing/spreading behavior | wider-than-tall form helps cover slope | succulent allowed only as slope accent, not main matrix | existing slope design score"
350,Echeveria 'Frosty',,PERENNIALS,62,usable,68,good,20,20,20,medium,evergreen/everpresent,medium-high,normal,foliage color,,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals. | Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.,"waterwise enough for dry slope | groundcover/trailing/spreading behavior | wider-than-tall form helps cover slope | succulent allowed only as slope accent, not main matrix | existing slope design score"
543,Stonecrop pachyphyllum,Sedum pachyphyllum,PERENNIALS,62,usable,68,good,20,20,20,medium,evergreen/everpresent,medium-high,normal,foliage color,Welcome garden,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals. | Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools. | Matched local Sacramento County UC Master Gardener WEL source.,"waterwise enough for dry slope | groundcover/trailing/spreading behavior | wider-than-tall form helps cover slope | succulent allowed only as slope accent, not main matrix | existing slope design score"
1037,Rosemary 'Tuscan Blue',Rosmarinus officinalis 'Tuscan Blue',SHRUBS,40,accent,68,good,20,84,20,medium,evergreen/everpresent,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.,waterwise enough for dry slope | slope-appropriate shrub/erosion-control plant type
526,Spanish Lavender Patio Tree,Lavandula stoechas,PERENNIALS,0,poor,66,good,62,84,20,high,seasonal/deciduous,medium-high,normal,foliage color,Wildlife Habitat garden,lavandula stoechas,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools. | Matched local Sacramento County UC Master Gardener WEL source. | Matched UC Davis Arboretum All-Star source term.,WEL native/wildlife/streetscape match; useful low-water slope source signal | All-Star reliability supports low-water slope planting | waterwise enough for dry slope
250,Ajuga 'Burgundy Glow',Ajuga reptans 'Burgundy Glow',PERENNIALS,6,poor,64,usable,62,20,20,medium,seasonal/deciduous,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.,groundcover/trailing/spreading behavior | existing slope design score
279,Blue My Mind® Dwarf Morning Glory,Evolvulus 'Blue My Mind',PERENNIALS,62,usable,64,usable,62,20,20,low,seasonal/deciduous,medium,normal,foliage color,,,,groundcover/trailing/spreading behavior | existing slope design score
284,Lomandra Mat Rush Breeze&#8482;,Lomandra longifolia 'Breeze',PERENNIALS,62,usable,64,usable,62,20,90,low,seasonal/deciduous,medium,normal,flower color,,,,waterwise enough for dry slope | grasses/sedges help mixed slope plantings | existing slope design score
368,Evolvulus,Evolvulus 'Beach Bum Blue',PERENNIALS,62,usable,64,usable,62,20,20,low,seasonal/deciduous,medium,normal,foliage color,,,,groundcover/trailing/spreading behavior | existing slope design score
370,Feather Reed Grass 'Karl Foerster',Calamagrostis x 'Karl Foerster',PERENNIALS,62,usable,64,usable,62,20,90,low,seasonal/deciduous,medium,normal,foliage color,,,,waterwise enough for dry slope | grasses/sedges help mixed slope plantings | existing slope design score
378,Fountain Grass 'Fireworks',Pennisetum setaceum 'Fireworks',PERENNIALS,62,usable,64,usable,62,20,90,low,seasonal/deciduous,medium,normal,foliage color,,,,waterwise enough for dry slope | grasses/sedges help mixed slope plantings | existing slope design score
408,Japanese Blood Grass,Imperata cylindrica 'Red Baron',PERENNIALS,100,excellent,64,usable,20,20,90,low,seasonal/deciduous,low,normal,foliage color,,,,waterwise enough for dry slope | grasses/sedges help mixed slope plantings | existing slope design score
446,Lysimachia Waikiki Sunset&#8482;,Lysimachia congestiflora,PERENNIALS,34,poor,64,usable,62,20,20,medium,seasonal/deciduous,medium,normal,foliage color,,,,groundcover/trailing/spreading behavior | existing slope design score
455,Moneywort,Lysimachia nummularia 'Goldilocks',PERENNIALS,34,poor,64,usable,62,20,20,medium,seasonal/deciduous,medium,normal,foliage color,,,,groundcover/trailing/spreading behavior | existing slope design score
459,Charmed® Wine Shamrock,Oxalis triangularis 'Charmed Wine',PERENNIALS,34,poor,64,usable,62,20,20,medium,seasonal/deciduous,medium,normal,foliage color,,,,groundcover/trailing/spreading behavior | existing slope design score
480,Red Fountain Grass,Pennisetum setaceum 'Rubrum',PERENNIALS,62,usable,64,usable,62,20,90,low,seasonal/deciduous,medium,normal,foliage color,,,,waterwise enough for dry slope | grasses/sedges help mixed slope plantings | existing slope design score
520,Solomon's Seal,Polygonatum odoratum,PERENNIALS,62,usable,64,usable,62,20,20,low,seasonal/deciduous,medium,normal,foliage color,,,,groundcover/trailing/spreading behavior | existing slope design score
680,Azalea 'Cherry Drops',Azalea x 'Cherry Drops',SHRUBS,45,accent,64,usable,62,20,20,high,evergreen/everpresent,medium,normal,foliage color,,,,groundcover/trailing/spreading behavior | existing slope design score
681,Azalea 'Coral Bells',Azalea kurume 'Coral Bells',SHRUBS,62,usable,64,usable,62,20,20,low,evergreen/everpresent,medium,normal,foliage color,,,,groundcover/trailing/spreading behavior | existing slope design score
682,Azalea 'Green Glow',Azalea 'Green Glow',SHRUBS,62,usable,64,usable,20,20,20,low,evergreen/everpresent,medium,normal,foliage color,,,,groundcover/trailing/spreading behavior | existing slope design score
685,Azalea 'Happy Days',Azalea indica 'Happy Days',SHRUBS,62,usable,64,usable,20,20,20,low,evergreen/everpresent,medium,normal,foliage color,,,,groundcover/trailing/spreading behavior | existing slope design score
686,Azalea 'Haru No Hibiki',Azalea 'Haru No Hibiki',SHRUBS,62,usable,64,usable,62,20,20,low,evergreen/everpresent,medium,normal,foliage color,,,,groundcover/trailing/spreading behavior | existing slope design score
692,Azalea 'Pink Lace',Azalea s.i. 'White Lace',SHRUBS,62,usable,64,usable,62,20,20,low,evergreen/everpresent,medium,normal,foliage color,,,,groundcover/trailing/spreading behavior | existing slope design score
693,Azalea 'Pride of Dorking',Azalea s.i. 'Pride of Dorking',SHRUBS,62,usable,64,usable,20,20,20,low,evergreen/everpresent,medium,normal,foliage color,,,,groundcover/trailing/spreading behavior | existing slope design score
697,Azalea 'Ward's Ruby',Azalea kurume 'Ward's Ruby',SHRUBS,62,usable,64,usable,62,20,20,low,evergreen/everpresent,medium,normal,foliage color,,,,groundcover/trailing/spreading behavior | existing slope design score
698,Azalea 'White Lace',Azalea s.i. 'White Lace',SHRUBS,62,usable,64,usable,62,20,20,low,evergreen/everpresent,medium,normal,foliage color,,,,groundcover/trailing/spreading behavior | existing slope design score
729,Bottlebrush 'Little John',Callistemon citrinus 'Little John',SHRUBS,62,usable,64,usable,62,84,90,medium,evergreen/everpresent,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.,waterwise enough for dry slope | grasses/sedges help mixed slope plantings | existing slope design score
760,Camellia s. 'Bonanza' | Monrovia,Camellia sasanqua 'Bonanza',SHRUBS,62,usable,64,usable,62,20,20,low,evergreen/everpresent,medium,normal,foliage color,,,,groundcover/trailing/spreading behavior | existing slope design score
776,Cape Rush,Chondropetalum tectorum,SHRUBS,62,usable,64,usable,62,20,90,low,seasonal/deciduous,medium,normal,flower color,,,,waterwise enough for dry slope | grasses/sedges help mixed slope plantings | existing slope design score
786,Coprosma 'Pacific Sunrise',Coprosma 'Pacific Sunrise',SHRUBS,62,usable,64,usable,62,84,20,low,evergreen/everpresent,medium,normal,foliage color,,,,groundcover/trailing/spreading behavior | existing slope design score
787,Coprosma 'Pacific Sunset',Coprosma 'Pacific Sunset',SHRUBS,62,usable,64,usable,62,84,20,low,evergreen/everpresent,medium,normal,foliage color,,,,groundcover/trailing/spreading behavior | existing slope design score
797,Creeping Lilyturf,Liriope spicata 'Silver Dragon',SHRUBS,34,poor,64,usable,62,20,20,medium,semi-evergreen/uncertain,medium,normal,foliage color,,,,groundcover/trailing/spreading behavior | wider-than-tall form helps cover slope
800,Daylily 'Baja',,SHRUBS,34,poor,64,usable,62,20,20,medium,seasonal/deciduous,medium,normal,foliage color,,,,groundcover/trailing/spreading behavior | existing slope design score
801,Daylily 'Cranberry Baby',Hemerocallis 'Cranberry Baby',SHRUBS,0,poor,64,usable,62,20,20,high,seasonal/deciduous,medium,normal,foliage color,,,,groundcover/trailing/spreading behavior | existing slope design score
802,Daylily 'Judith',,SHRUBS,10,poor,64,usable,62,20,20,medium,seasonal/deciduous,medium,normal,flower color,,,,groundcover/trailing/spreading behavior | existing slope design score
803,Daylily 'Missouri Beauty',Hemerocallis 'Missouri Beauty',SHRUBS,10,poor,64,usable,62,20,20,medium,seasonal/deciduous,medium,normal,flower color,,,,groundcover/trailing/spreading behavior | existing slope design score
804,Daylily 'Pandora's Box',Hemerocallis 'Pandora's Box',SHRUBS,34,poor,64,usable,62,20,20,medium,seasonal/deciduous,medium,normal,foliage color,,,,groundcover/trailing/spreading behavior | existing slope design score
805,Daylily 'Penny's Worth',Hemerocallis 'Penny's Worth',SHRUBS,10,poor,64,usable,62,20,20,medium,seasonal/deciduous,medium,normal,flower color,,,,groundcover/trailing/spreading behavior | existing slope design score
806,Daylily 'Scarlet Orbit',Hemerocallis 'Scarlet Orbit',SHRUBS,34,poor,64,usable,62,20,20,medium,seasonal/deciduous,medium,normal,foliage color,,,,groundcover/trailing/spreading behavior | existing slope design score
808,Daylily 'Strutter's Ball',Hemerocallis 'Strutter's Ball',SHRUBS,34,poor,64,usable,62,20,20,medium,seasonal/deciduous,medium,normal,foliage color,,,,groundcover/trailing/spreading behavior | existing slope design score
828,Dwarf Red Fountain Grass,Pennisetum setaceum 'Eaton Canyon',SHRUBS,62,usable,64,usable,62,20,90,low,seasonal/deciduous,medium,normal,foliage color,,,,waterwise enough for dry slope | grasses/sedges help mixed slope plantings | existing slope design score
839,Escallonia 'Compacta',,SHRUBS,62,usable,64,usable,62,84,20,medium,evergreen/everpresent,medium,normal,flower color,,,,groundcover/trailing/spreading behavior | existing slope design score
840,Escallonia 'Fradesii',,SHRUBS,62,usable,64,usable,20,84,20,medium,evergreen/everpresent,medium,normal,flower color,,,,groundcover/trailing/spreading behavior | existing slope design score
852,Fountain Grass 'Hameln',Pennisetum alopecuroides 'Hameln',SHRUBS,62,usable,64,usable,62,20,90,low,evergreen/everpresent,medium,normal,flower color,,,,waterwise enough for dry slope | grasses/sedges help mixed slope plantings | existing slope design score
853,White Fountain Grass 'Karley Rose',Pennisetum orientale 'Karley Rose',SHRUBS,22,poor,64,usable,20,20,90,medium,evergreen/everpresent,medium-high,caution,flower color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.,waterwise enough for dry slope | grasses/sedges help mixed slope plantings | existing slope design score
882,Heath 'Mediterranean Pink',Erica x darleyensis 'Mediterranean Pink',SHRUBS,62,usable,64,usable,62,20,20,low,evergreen/everpresent,medium,normal,flower color,,,,groundcover/trailing/spreading behavior | wider-than-tall form helps cover slope
910,Japanese Tassel Fern,Polystichum polyblepharum (setosum),SHRUBS,100,excellent,64,usable,20,20,20,low,evergreen/everpresent,low,normal,mostly green/texture,,,,groundcover/trailing/spreading behavior | existing slope design score
921,Leatherleaf Fern,Rumohra adiantiformis,SHRUBS,100,excellent,64,usable,20,20,20,low,evergreen/everpresent,low,normal,mostly green/texture,,,,groundcover/trailing/spreading behavior | existing slope design score
946,Platinum Beauty&#8482; Lomandra,Lomandra longifolia 'Platinum Beauty',SHRUBS,100,excellent,64,usable,20,20,90,low,evergreen/everpresent,low,normal,foliage color,,,,waterwise enough for dry slope | grasses/sedges help mixed slope plantings | existing slope design score
972,New Zealand Wind Grass,Stipa arundinacea,SHRUBS,62,usable,64,usable,62,20,90,low,evergreen/everpresent,medium,normal,foliage color,,,,waterwise enough for dry slope | grasses/sedges help mixed slope plantings | existing slope design score
1010,Silver Maiden Grass 'Morning Light',Miscanthus sinensis 'Morning Light',SHRUBS,100,excellent,64,usable,20,20,90,low,evergreen/everpresent,low,normal,foliage color,,,,waterwise enough for dry slope | grasses/sedges help mixed slope plantings | existing slope design score
263,Artichoke,Cynara scolymus,PERENNIALS,80,excellent,56,usable,20,20,20,low,seasonal/deciduous,low,normal,foliage color,,,,waterwise enough for dry slope | wider-than-tall form helps cover slope | existing slope design score
316,Crassula 'Calico Kitten',Crassula marginalis rubra,PERENNIALS,62,usable,56,usable,20,20,20,low,evergreen/everpresent,medium,normal,foliage color,Welcome garden; Shade garden,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals. | Matched local Sacramento County UC Master Gardener WEL source.,"waterwise enough for dry slope | groundcover/trailing/spreading behavior | succulent allowed only as slope accent, not main matrix | existing slope design score"
349,Echeveria,,PERENNIALS,40,accent,56,usable,20,20,20,medium,seasonal/deciduous,medium-high,normal,foliage color,,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals. | Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.,"waterwise enough for dry slope | groundcover/trailing/spreading behavior | succulent allowed only as slope accent, not main matrix | existing slope design score"
412,Kalanchoe 'Chocolate Soldier',Kalanchoe 'Chocolate Soldier',PERENNIALS,62,usable,56,usable,20,20,20,low,seasonal/deciduous,medium,normal,foliage color,,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals.,"waterwise enough for dry slope | groundcover/trailing/spreading behavior | succulent allowed only as slope accent, not main matrix | existing slope design score"
438,Lavender 'Provence',Lavandula x intermedia 'Provence',PERENNIALS,62,usable,56,usable,62,84,20,medium,evergreen/everpresent,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.,waterwise enough for dry slope | wider-than-tall form helps cover slope | existing slope design score
490,Sage 'Mirage',Salvia greggii 'Mirage',PERENNIALS,14,poor,56,usable,62,84,20,medium,seasonal/deciduous,medium-high,normal,foliage color,,salvia greggii,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools. | Matched UC Davis Arboretum All-Star source term.,All-Star reliability supports low-water slope planting | waterwise enough for dry slope | existing slope design score
505,Atlantis® Sedum,Sedum takesimense 'Atlantis' PP#27454,PERENNIALS,62,usable,56,usable,20,20,20,low,seasonal/deciduous,medium,normal,foliage color,Welcome garden,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals. | Matched local Sacramento County UC Master Gardener WEL source.,"waterwise enough for dry slope | groundcover/trailing/spreading behavior | succulent allowed only as slope accent, not main matrix | existing slope design score"
508,Sempervivum 'Chocolate Kiss',Sempervivum 'Chocolate Kiss',PERENNIALS,62,usable,56,usable,20,20,20,medium,evergreen/everpresent,medium-high,normal,flower color,,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals. | Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.,"waterwise enough for dry slope | groundcover/trailing/spreading behavior | succulent allowed only as slope accent, not main matrix | existing slope design score"
509,Cobweb Hens & Chicks,Sempervivum arachnoideum,PERENNIALS,62,usable,56,usable,20,20,20,medium,evergreen/everpresent,medium-high,normal,flower color,,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals. | Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.,"waterwise enough for dry slope | groundcover/trailing/spreading behavior | succulent allowed only as slope accent, not main matrix | existing slope design score"
510,Sempervivum 'Silver King',Sempervivum 'Silver King',PERENNIALS,62,usable,56,usable,20,20,20,medium,evergreen/everpresent,medium-high,normal,foliage color,,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals. | Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.,"waterwise enough for dry slope | groundcover/trailing/spreading behavior | succulent allowed only as slope accent, not main matrix | existing slope design score"
512,Sempervivum 'Sunset',,PERENNIALS,62,usable,56,usable,20,20,20,medium,evergreen/everpresent,medium-high,normal,foliage color,,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals. | Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.,"waterwise enough for dry slope | groundcover/trailing/spreading behavior | succulent allowed only as slope accent, not main matrix | existing slope design score"
513,Senecio,Senecio serpens,PERENNIALS,62,usable,56,usable,20,20,20,low,evergreen/everpresent,medium,normal,foliage color,,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals.,"waterwise enough for dry slope | groundcover/trailing/spreading behavior | succulent allowed only as slope accent, not main matrix | existing slope design score"
668,Acacia,Acacia cognata 'Cousin Itt',SHRUBS,100,excellent,56,usable,20,20,20,low,evergreen/everpresent,low,normal,mostly green/texture,Welcome garden,,Matched local Sacramento County UC Master Gardener WEL source.,waterwise enough for dry slope | wider-than-tall form helps cover slope | existing slope design score
952,Mangave 'Lavender Lady',Mangave 'Lavender Lady',SHRUBS,62,usable,56,usable,20,20,20,medium,evergreen/everpresent,medium-high,normal,foliage color,,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals. | Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.,"waterwise enough for dry slope | groundcover/trailing/spreading behavior | succulent allowed only as slope accent, not main matrix | existing slope design score"
1007,Rosemary Holiday Cone,Rosmarinus officinalis,SHRUBS,26,poor,56,usable,62,20,20,medium,evergreen/everpresent,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.,slope-appropriate shrub/erosion-control plant type
1182,Desert Willow 'Bubba',Chilopsis linearis 'Bubba',TREES,0,poor,56,usable,20,20,20,medium,seasonal/deciduous,medium-high,normal,flower color,Native Plant garden,chilopsis linearis,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools. | Matched local Sacramento County UC Master Gardener WEL source. | Matched UC Davis Arboretum All-Star source term.,WEL native/wildlife/streetscape match; useful low-water slope source signal | All-Star reliability supports low-water slope planting | waterwise enough for dry slope | too large for generator slope matrix | existing slope design score
449,Matilija Poppy / Fried Egg Poppy,Romneya coulteri,PERENNIALS,12,poor,54,usable,20,20,20,medium,seasonal/deciduous,medium,normal,foliage color,,,,waterwise enough for dry slope | groundcover/trailing/spreading behavior | too large for generator slope matrix | existing slope design score
1025,Sweet Olive,Osmanthus fragrans,SHRUBS,23,poor,54,usable,34,20,20,high,evergreen/everpresent,low,normal,foliage color,Perennial garden,,Matched local Sacramento County UC Master Gardener WEL source.,waterwise enough for dry slope | groundcover/trailing/spreading behavior | too large for generator slope matrix | existing slope design score
1195,English Laurel,Prunus laurocerasus,TREES,44,accent,54,usable,20,20,20,medium,evergreen/everpresent,medium,normal,flower color,,,,waterwise enough for dry slope | groundcover/trailing/spreading behavior | too large for generator slope matrix | existing slope design score
1225,Fruitless Olive Multi-Trunk,Olea europaea 'Fruitless',TREES,23,poor,54,usable,20,20,20,high,evergreen/everpresent,low,normal,foliage color,,,,waterwise enough for dry slope | groundcover/trailing/spreading behavior | too large for generator slope matrix | existing slope design score
1226,Fruitless Olive Standard Trunk,Olea europaea 'Fruitless',TREES,23,poor,54,usable,20,20,20,high,evergreen/everpresent,low,normal,foliage color,,,,waterwise enough for dry slope | groundcover/trailing/spreading behavior | too large for generator slope matrix | existing slope design score
1227,Swan Hill Olives® Fruitless Olive Multi-Trunk,Olea europaea 'Swan Hill',TREES,23,poor,54,usable,20,20,20,high,evergreen/everpresent,low,normal,foliage color,,,,waterwise enough for dry slope | groundcover/trailing/spreading behavior | too large for generator slope matrix | existing slope design score
1294,Palo Verde,Cercidium 'Desert Museum',TREES,0,poor,54,usable,20,20,20,medium,seasonal/deciduous,medium-high,normal,flower color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.,waterwise enough for dry slope | groundcover/trailing/spreading behavior | too large for generator slope matrix | existing slope design score
1295,Palo Verde,Cercidium 'Desert Museum',TREES,0,poor,54,usable,20,20,20,medium,seasonal/deciduous,medium-high,normal,flower color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.,waterwise enough for dry slope | groundcover/trailing/spreading behavior | too large for generator slope matrix | existing slope design score
283,Brachyscome,Brachyscome Hybrid,PERENNIALS,34,poor,52,usable,62,20,20,medium,seasonal/deciduous,medium,normal,foliage color,,,,groundcover/trailing/spreading behavior
495,Salvia 'Marvel',,PERENNIALS,0,poor,52,usable,62,20,20,high,seasonal/deciduous,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.,groundcover/trailing/spreading behavior
500,Sea Thrift 'Alliacea',Armeria alliacea,PERENNIALS,62,usable,52,usable,62,20,20,medium,evergreen/everpresent,medium,normal,flower color,,,,groundcover/trailing/spreading behavior
501,Sea Thrift Pink,Armeria maritima,PERENNIALS,10,poor,52,usable,62,20,20,medium,seasonal/deciduous,medium,normal,flower color,,,,groundcover/trailing/spreading behavior
504,Sedge 'Feather Falls',Carex oshimensis 'Feather Falls',PERENNIALS,62,usable,52,usable,62,20,90,low,seasonal/deciduous,medium,normal,flower color,,,,grasses/sedges help mixed slope plantings | existing slope design score
